subtype,region,week_start,category,n_sequences
H3N2,ectodomain,2024-09-30,2_mutations,59
H3N2,ectodomain,2024-09-30,3_mutations,66
H3N2,ectodomain,2024-09-30,4_mutations,25
H3N2,ectodomain,2024-09-30,identical,9
H3N2,ectodomain,2024-09-30,more_than_4_mutations,11
H3N2,ectodomain,2024-10-07,1_mutation,53
H3N2,ectodomain,2024-10-07,2_mutations,54
H3N2,ectodomain,2024-10-07,3_mutations,50
H3N2,ectodomain,2024-10-07,4_mutations,40
H3N2,ectodomain,2024-10-07,identical,6
H3N2,ectodomain,2024-10-07,more_than_4_mutations,6
H3N2,ectodomain,2024-10-14,1_mutation,67
H3N2,ectodomain,2024-10-14,2_mutations,56
H3N2,ectodomain,2024-10-14,3_mutations,50
H3N2,ectodomain,2024-10-14,4_mutations,39
H3N2,ectodomain,2024-10-14,identical,14
H3N2,ectodomain,2024-10-14,more_than_4_mutations,12
H3N2,ectodomain,2024-10-21,1_mutation,45
H3N2,ectodomain,2024-10-21,2_mutations,64
H3N2,ectodomain,2024-10-21,3_mutations,57
H3N2,ectodomain,2024-10-21,4_mutations,42
H3N2,ectodomain,2024-10-21,identical,4
H3N2,ectodomain,2024-10-21,more_than_4_mutations,26
H3N2,ectodomain,2024-10-28,1_mutation,78
H3N2,ectodomain,2024-10-28,2_mutations,56
H3N2,ectodomain,2024-10-28,3_mutations,62
H3N2,ectodomain,2024-10-28,4_mutations,47
H3N2,ectodomain,2024-10-28,identical,13
H3N2,ectodomain,2024-10-28,more_than_4_mutations,27
H3N2,ectodomain,2024-11-04,1_mutation,79
H3N2,ectodomain,2024-11-04,2_mutations,104
H3N2,ectodomain,2024-11-04,3_mutations,71
H3N2,ectodomain,2024-11-04,4_mutations,58
H3N2,ectodomain,2024-11-04,identical,7
H3N2,ectodomain,2024-11-04,more_than_4_mutations,25
H3N2,ectodomain,2024-11-11,1_mutation,82
H3N2,ectodomain,2024-11-11,2_mutations,101
H3N2,ectodomain,2024-11-11,3_mutations,98
H3N2,ectodomain,2024-11-11,4_mutations,44
H3N2,ectodomain,2024-11-11,identical,11
H3N2,ectodomain,2024-11-11,more_than_4_mutations,40
H3N2,ectodomain,2024-11-18,1_mutation,127
H3N2,ectodomain,2024-11-18,2_mutations,89
H3N2,ectodomain,2024-11-18,3_mutations,108
H3N2,ectodomain,2024-11-18,4_mutations,55
H3N2,ectodomain,2024-11-18,identical,18
H3N2,ectodomain,2024-11-18,more_than_4_mutations,46
H3N2,ectodomain,2024-11-25,1_mutation,150
H3N2,ectodomain,2024-11-25,2_mutations,153
H3N2,ectodomain,2024-11-25,3_mutations,104
H3N2,ectodomain,2024-11-25,4_mutations,44
H3N2,ectodomain,2024-11-25,identical,23
H3N2,ectodomain,2024-11-25,more_than_4_mutations,45
H3N2,ectodomain,2024-12-02,1_mutation,201
H3N2,ectodomain,2024-12-02,2_mutations,129
H3N2,ectodomain,2024-12-02,3_mutations,90
H3N2,ectodomain,2024-12-02,4_mutations,51
H3N2,ectodomain,2024-12-02,identical,16
H3N2,ectodomain,2024-12-02,more_than_4_mutations,48
H3N2,ectodomain,2024-12-09,1_mutation,234
H3N2,ectodomain,2024-12-09,2_mutations,192
H3N2,ectodomain,2024-12-09,3_mutations,98
H3N2,ectodomain,2024-12-09,4_mutations,77
H3N2,ectodomain,2024-12-09,identical,43
H3N2,ectodomain,2024-12-09,more_than_4_mutations,71
H3N2,ectodomain,2024-12-16,1_mutation,320
H3N2,ectodomain,2024-12-16,2_mutations,233
H3N2,ectodomain,2024-12-16,3_mutations,148
H3N2,ectodomain,2024-12-16,4_mutations,91
H3N2,ectodomain,2024-12-16,identical,41
H3N2,ectodomain,2024-12-16,more_than_4_mutations,84
H3N2,ectodomain,2024-12-23,1_mutation,349
H3N2,ectodomain,2024-12-23,2_mutations,256
H3N2,ectodomain,2024-12-23,3_mutations,135
H3N2,ectodomain,2024-12-23,4_mutations,96
H3N2,ectodomain,2024-12-23,identical,47
H3N2,ectodomain,2024-12-23,more_than_4_mutations,72
H3N2,ectodomain,2024-12-30,1_mutation,364
H3N2,ectodomain,2024-12-30,2_mutations,334
H3N2,ectodomain,2024-12-30,3_mutations,207
H3N2,ectodomain,2024-12-30,4_mutations,85
H3N2,ectodomain,2024-12-30,identical,52
H3N2,ectodomain,2024-12-30,more_than_4_mutations,96
H3N2,ectodomain,2025-01-06,1_mutation,354
H3N2,ectodomain,2025-01-06,2_mutations,377
H3N2,ectodomain,2025-01-06,3_mutations,235
H3N2,ectodomain,2025-01-06,4_mutations,126
H3N2,ectodomain,2025-01-06,identical,37
H3N2,ectodomain,2025-01-06,more_than_4_mutations,113
H3N2,ectodomain,2025-01-13,1_mutation,392
H3N2,ectodomain,2025-01-13,2_mutations,446
H3N2,ectodomain,2025-01-13,3_mutations,233
H3N2,ectodomain,2025-01-13,4_mutations,115
H3N2,ectodomain,2025-01-13,identical,32
H3N2,ectodomain,2025-01-13,more_than_4_mutations,109
H3N2,ectodomain,2025-01-20,1_mutation,490
H3N2,ectodomain,2025-01-20,2_mutations,563
H3N2,ectodomain,2025-01-20,3_mutations,293
H3N2,ectodomain,2025-01-20,4_mutations,112
H3N2,ectodomain,2025-01-20,identical,36
H3N2,ectodomain,2025-01-20,more_than_4_mutations,135
H3N2,ectodomain,2025-01-27,1_mutation,474
H3N2,ectodomain,2025-01-27,2_mutations,557
H3N2,ectodomain,2025-01-27,3_mutations,343
H3N2,ectodomain,2025-01-27,4_mutations,136
H3N2,ectodomain,2025-01-27,identical,50
H3N2,ectodomain,2025-01-27,more_than_4_mutations,168
H3N2,ectodomain,2025-02-03,1_mutation,356
H3N2,ectodomain,2025-02-03,2_mutations,526
H3N2,ectodomain,2025-02-03,3_mutations,314
H3N2,ectodomain,2025-02-03,4_mutations,122
H3N2,ectodomain,2025-02-03,identical,63
H3N2,ectodomain,2025-02-03,more_than_4_mutations,158
H3N2,ectodomain,2025-02-10,1_mutation,315
H3N2,ectodomain,2025-02-10,2_mutations,512
H3N2,ectodomain,2025-02-10,3_mutations,303
H3N2,ectodomain,2025-02-10,4_mutations,111
H3N2,ectodomain,2025-02-10,identical,59
H3N2,ectodomain,2025-02-10,more_than_4_mutations,98
H3N2,ectodomain,2025-02-17,1_mutation,253
H3N2,ectodomain,2025-02-17,2_mutations,423
H3N2,ectodomain,2025-02-17,3_mutations,276
H3N2,ectodomain,2025-02-17,4_mutations,79
H3N2,ectodomain,2025-02-17,identical,34
H3N2,ectodomain,2025-02-17,more_than_4_mutations,106
H3N2,ectodomain,2025-02-24,1_mutation,177
H3N2,ectodomain,2025-02-24,2_mutations,404
H3N2,ectodomain,2025-02-24,3_mutations,252
H3N2,ectodomain,2025-02-24,4_mutations,84
H3N2,ectodomain,2025-02-24,identical,59
H3N2,ectodomain,2025-02-24,more_than_4_mutations,86
H3N2,ectodomain,2025-03-03,1_mutation,157
H3N2,ectodomain,2025-03-03,2_mutations,367
H3N2,ectodomain,2025-03-03,3_mutations,235
H3N2,ectodomain,2025-03-03,4_mutations,89
H3N2,ectodomain,2025-03-03,identical,58
H3N2,ectodomain,2025-03-03,more_than_4_mutations,56
H3N2,ectodomain,2025-03-10,1_mutation,137
H3N2,ectodomain,2025-03-10,2_mutations,263
H3N2,ectodomain,2025-03-10,3_mutations,223
H3N2,ectodomain,2025-03-10,4_mutations,93
H3N2,ectodomain,2025-03-10,identical,45
H3N2,ectodomain,2025-03-10,more_than_4_mutations,56
H3N2,ectodomain,2025-03-17,1_mutation,102
H3N2,ectodomain,2025-03-17,2_mutations,240
H3N2,ectodomain,2025-03-17,3_mutations,189
H3N2,ectodomain,2025-03-17,4_mutations,51
H3N2,ectodomain,2025-03-17,identical,45
H3N2,ectodomain,2025-03-17,more_than_4_mutations,38
H3N2,ectodomain,2025-03-24,1_mutation,60
H3N2,ectodomain,2025-03-24,2_mutations,173
H3N2,ectodomain,2025-03-24,3_mutations,129
H3N2,ectodomain,2025-03-24,4_mutations,59
H3N2,ectodomain,2025-03-24,identical,31
H3N2,ectodomain,2025-03-24,more_than_4_mutations,27
H3N2,ectodomain,2025-03-31,1_mutation,50
H3N2,ectodomain,2025-03-31,2_mutations,162
H3N2,ectodomain,2025-03-31,3_mutations,122
H3N2,ectodomain,2025-03-31,4_mutations,52
H3N2,ectodomain,2025-03-31,identical,24
H3N2,ectodomain,2025-03-31,more_than_4_mutations,33
H3N2,ectodomain,2025-04-07,1_mutation,35
H3N2,ectodomain,2025-04-07,2_mutations,143
H3N2,ectodomain,2025-04-07,3_mutations,127
H3N2,ectodomain,2025-04-07,4_mutations,42
H3N2,ectodomain,2025-04-07,identical,13
H3N2,ectodomain,2025-04-07,more_than_4_mutations,24
H3N2,ectodomain,2025-04-14,1_mutation,24
H3N2,ectodomain,2025-04-14,2_mutations,87
H3N2,ectodomain,2025-04-14,3_mutations,96
H3N2,ectodomain,2025-04-14,4_mutations,44
H3N2,ectodomain,2025-04-14,identical,17
H3N2,ectodomain,2025-04-14,more_than_4_mutations,23
H3N2,ectodomain,2025-04-21,1_mutation,18
H3N2,ectodomain,2025-04-21,2_mutations,85
H3N2,ectodomain,2025-04-21,3_mutations,68
H3N2,ectodomain,2025-04-21,4_mutations,29
H3N2,ectodomain,2025-04-21,identical,13
H3N2,ectodomain,2025-04-21,more_than_4_mutations,18
H3N2,ectodomain,2025-04-28,1_mutation,20
H3N2,ectodomain,2025-04-28,2_mutations,76
H3N2,ectodomain,2025-04-28,3_mutations,54
H3N2,ectodomain,2025-04-28,4_mutations,23
H3N2,ectodomain,2025-04-28,identical,10
H3N2,ectodomain,2025-04-28,more_than_4_mutations,14
H3N2,ectodomain,2025-05-05,1_mutation,10
H3N2,ectodomain,2025-05-05,2_mutations,61
H3N2,ectodomain,2025-05-05,3_mutations,60
H3N2,ectodomain,2025-05-05,4_mutations,39
H3N2,ectodomain,2025-05-05,identical,11
H3N2,ectodomain,2025-05-05,more_than_4_mutations,25
H3N2,ectodomain,2025-05-12,1_mutation,19
H3N2,ectodomain,2025-05-12,2_mutations,65
H3N2,ectodomain,2025-05-12,3_mutations,89
H3N2,ectodomain,2025-05-12,4_mutations,31
H3N2,ectodomain,2025-05-12,identical,8
H3N2,ectodomain,2025-05-12,more_than_4_mutations,26
H3N2,ectodomain,2025-05-19,1_mutation,9
H3N2,ectodomain,2025-05-19,2_mutations,62
H3N2,ectodomain,2025-05-19,3_mutations,39
H3N2,ectodomain,2025-05-19,4_mutations,39
H3N2,ectodomain,2025-05-19,identical,12
H3N2,ectodomain,2025-05-19,more_than_4_mutations,34
H3N2,ectodomain,2025-05-26,1_mutation,7
H3N2,ectodomain,2025-05-26,2_mutations,40
H3N2,ectodomain,2025-05-26,3_mutations,38
H3N2,ectodomain,2025-05-26,4_mutations,34
H3N2,ectodomain,2025-05-26,identical,28
H3N2,ectodomain,2025-05-26,more_than_4_mutations,22
H3N2,ectodomain,2025-06-02,1_mutation,28
H3N2,ectodomain,2025-06-02,2_mutations,31
H3N2,ectodomain,2025-06-02,3_mutations,48
H3N2,ectodomain,2025-06-02,4_mutations,30
H3N2,ectodomain,2025-06-02,identical,21
H3N2,ectodomain,2025-06-02,more_than_4_mutations,25
H3N2,ectodomain,2025-06-09,1_mutation,13
H3N2,ectodomain,2025-06-09,2_mutations,27
H3N2,ectodomain,2025-06-09,3_mutations,45
H3N2,ectodomain,2025-06-09,4_mutations,25
H3N2,ectodomain,2025-06-09,identical,19
H3N2,ectodomain,2025-06-09,more_than_4_mutations,19
H3N2,ectodomain,2025-06-16,1_mutation,15
H3N2,ectodomain,2025-06-16,2_mutations,25
H3N2,ectodomain,2025-06-16,3_mutations,34
H3N2,ectodomain,2025-06-16,4_mutations,28
H3N2,ectodomain,2025-06-16,identical,20
H3N2,ectodomain,2025-06-16,more_than_4_mutations,15
H3N2,ectodomain,2025-06-23,1_mutation,7
H3N2,ectodomain,2025-06-23,2_mutations,23
H3N2,ectodomain,2025-06-23,3_mutations,40
H3N2,ectodomain,2025-06-23,4_mutations,21
H3N2,ectodomain,2025-06-23,identical,18
H3N2,ectodomain,2025-06-23,more_than_4_mutations,17
H3N2,ectodomain,2025-06-30,1_mutation,14
H3N2,ectodomain,2025-06-30,2_mutations,44
H3N2,ectodomain,2025-06-30,3_mutations,30
H3N2,ectodomain,2025-06-30,4_mutations,8
H3N2,ectodomain,2025-06-30,identical,22
H3N2,ectodomain,2025-06-30,more_than_4_mutations,24
H3N2,ectodomain,2025-07-07,1_mutation,19
H3N2,ectodomain,2025-07-07,2_mutations,53
H3N2,ectodomain,2025-07-07,3_mutations,27
H3N2,ectodomain,2025-07-07,4_mutations,10
H3N2,ectodomain,2025-07-07,identical,22
H3N2,ectodomain,2025-07-07,more_than_4_mutations,12
H3N2,ectodomain,2025-07-14,1_mutation,23
H3N2,ectodomain,2025-07-14,2_mutations,33
H3N2,ectodomain,2025-07-14,3_mutations,28
H3N2,ectodomain,2025-07-14,4_mutations,7
H3N2,ectodomain,2025-07-14,identical,17
H3N2,ectodomain,2025-07-14,more_than_4_mutations,13
H3N2,ectodomain,2025-07-21,1_mutation,29
H3N2,ectodomain,2025-07-21,2_mutations,47
H3N2,ectodomain,2025-07-21,3_mutations,41
H3N2,ectodomain,2025-07-21,4_mutations,14
H3N2,ectodomain,2025-07-21,identical,28
H3N2,ectodomain,2025-07-21,more_than_4_mutations,14
H3N2,ectodomain,2025-07-28,1_mutation,18
H3N2,ectodomain,2025-07-28,2_mutations,26
H3N2,ectodomain,2025-07-28,3_mutations,30
H3N2,ectodomain,2025-07-28,4_mutations,9
H3N2,ectodomain,2025-07-28,identical,30
H3N2,ectodomain,2025-07-28,more_than_4_mutations,12
H3N2,ectodomain,2025-08-04,1_mutation,28
H3N2,ectodomain,2025-08-04,2_mutations,31
H3N2,ectodomain,2025-08-04,3_mutations,43
H3N2,ectodomain,2025-08-04,4_mutations,16
H3N2,ectodomain,2025-08-04,identical,35
H3N2,ectodomain,2025-08-04,more_than_4_mutations,13
H3N2,ectodomain,2025-08-11,1_mutation,38
H3N2,ectodomain,2025-08-11,2_mutations,27
H3N2,ectodomain,2025-08-11,3_mutations,31
H3N2,ectodomain,2025-08-11,4_mutations,10
H3N2,ectodomain,2025-08-11,identical,39
H3N2,ectodomain,2025-08-11,more_than_4_mutations,17
H3N2,ectodomain,2025-08-18,1_mutation,41
H3N2,ectodomain,2025-08-18,2_mutations,23
H3N2,ectodomain,2025-08-18,3_mutations,40
H3N2,ectodomain,2025-08-18,4_mutations,14
H3N2,ectodomain,2025-08-18,identical,51
H3N2,ectodomain,2025-08-18,more_than_4_mutations,8
H3N2,ectodomain,2025-08-25,1_mutation,40
H3N2,ectodomain,2025-08-25,2_mutations,40
H3N2,ectodomain,2025-08-25,3_mutations,24
H3N2,ectodomain,2025-08-25,4_mutations,8
H3N2,ectodomain,2025-08-25,identical,85
H3N2,ectodomain,2025-08-25,more_than_4_mutations,13
H3N2,ectodomain,2025-09-01,1_mutation,62
H3N2,ectodomain,2025-09-01,2_mutations,34
H3N2,ectodomain,2025-09-01,3_mutations,22
H3N2,ectodomain,2025-09-01,4_mutations,5
H3N2,ectodomain,2025-09-01,identical,103
H3N2,ectodomain,2025-09-01,more_than_4_mutations,13
H3N2,ectodomain,2025-09-08,1_mutation,83
H3N2,ectodomain,2025-09-08,2_mutations,39
H3N2,ectodomain,2025-09-08,3_mutations,34
H3N2,ectodomain,2025-09-08,4_mutations,8
H3N2,ectodomain,2025-09-08,identical,135
H3N2,ectodomain,2025-09-08,more_than_4_mutations,18
H3N2,ectodomain,2025-09-15,1_mutation,110
H3N2,ectodomain,2025-09-15,2_mutations,45
H3N2,ectodomain,2025-09-15,3_mutations,43
H3N2,ectodomain,2025-09-15,4_mutations,7
H3N2,ectodomain,2025-09-15,identical,171
H3N2,ectodomain,2025-09-15,more_than_4_mutations,23
H3N2,ectodomain,2025-09-22,1_mutation,118
H3N2,ectodomain,2025-09-22,2_mutations,47
H3N2,ectodomain,2025-09-22,3_mutations,17
H3N2,ectodomain,2025-09-22,4_mutations,11
H3N2,ectodomain,2025-09-22,identical,208
H3N2,ectodomain,2025-09-22,more_than_4_mutations,28
H3N2,ectodomain,2025-09-29,1_mutation,148
H3N2,ectodomain,2025-09-29,2_mutations,56
H3N2,ectodomain,2025-09-29,3_mutations,42
H3N2,ectodomain,2025-09-29,4_mutations,10
H3N2,ectodomain,2025-09-29,identical,289
H3N2,ectodomain,2025-09-29,more_than_4_mutations,30
H3N2,ectodomain,2025-10-06,1_mutation,201
H3N2,ectodomain,2025-10-06,2_mutations,91
H3N2,ectodomain,2025-10-06,3_mutations,35
H3N2,ectodomain,2025-10-06,4_mutations,10
H3N2,ectodomain,2025-10-06,identical,314
H3N2,ectodomain,2025-10-06,more_than_4_mutations,18
H3N2,ectodomain,2025-10-13,1_mutation,239
H3N2,ectodomain,2025-10-13,2_mutations,63
H3N2,ectodomain,2025-10-13,3_mutations,43
H3N2,ectodomain,2025-10-13,4_mutations,12
H3N2,ectodomain,2025-10-13,identical,373
H3N2,ectodomain,2025-10-13,more_than_4_mutations,35
H3N2,ectodomain,2025-10-20,1_mutation,297
H3N2,ectodomain,2025-10-20,2_mutations,94
H3N2,ectodomain,2025-10-20,3_mutations,40
H3N2,ectodomain,2025-10-20,4_mutations,13
H3N2,ectodomain,2025-10-20,identical,470
H3N2,ectodomain,2025-10-20,more_than_4_mutations,21
H3N2,ectodomain,2025-10-27,1_mutation,330
H3N2,ectodomain,2025-10-27,2_mutations,103
H3N2,ectodomain,2025-10-27,3_mutations,49
H3N2,ectodomain,2025-10-27,4_mutations,8
H3N2,ectodomain,2025-10-27,identical,552
H3N2,ectodomain,2025-10-27,more_than_4_mutations,30
H3N2,ectodomain,2025-11-03,1_mutation,412
H3N2,ectodomain,2025-11-03,2_mutations,140
H3N2,ectodomain,2025-11-03,3_mutations,46
H3N2,ectodomain,2025-11-03,4_mutations,10
H3N2,ectodomain,2025-11-03,identical,615
H3N2,ectodomain,2025-11-03,more_than_4_mutations,29
H3N2,ectodomain,2025-11-10,1_mutation,433
H3N2,ectodomain,2025-11-10,2_mutations,148
H3N2,ectodomain,2025-11-10,3_mutations,38
H3N2,ectodomain,2025-11-10,4_mutations,5
H3N2,ectodomain,2025-11-10,identical,751
H3N2,ectodomain,2025-11-10,more_than_4_mutations,27
H3N2,ectodomain,2025-11-17,1_mutation,575
H3N2,ectodomain,2025-11-17,2_mutations,200
H3N2,ectodomain,2025-11-17,3_mutations,34
H3N2,ectodomain,2025-11-17,4_mutations,9
H3N2,ectodomain,2025-11-17,identical,851
H3N2,ectodomain,2025-11-17,more_than_4_mutations,35
H3N2,ectodomain,2025-11-24,1_mutation,841
H3N2,ectodomain,2025-11-24,2_mutations,308
H3N2,ectodomain,2025-11-24,3_mutations,62
H3N2,ectodomain,2025-11-24,4_mutations,17
H3N2,ectodomain,2025-11-24,identical,1190
H3N2,ectodomain,2025-11-24,more_than_4_mutations,30
H3N2,ectodomain,2025-12-01,1_mutation,1013
H3N2,ectodomain,2025-12-01,2_mutations,401
H3N2,ectodomain,2025-12-01,3_mutations,81
H3N2,ectodomain,2025-12-01,4_mutations,30
H3N2,ectodomain,2025-12-01,identical,1466
H3N2,ectodomain,2025-12-01,more_than_4_mutations,47
H3N2,ectodomain,2025-12-08,1_mutation,1083
H3N2,ectodomain,2025-12-08,2_mutations,408
H3N2,ectodomain,2025-12-08,3_mutations,85
H3N2,ectodomain,2025-12-08,4_mutations,17
H3N2,ectodomain,2025-12-08,identical,1513
H3N2,ectodomain,2025-12-08,more_than_4_mutations,38
H3N2,ectodomain,2025-12-15,1_mutation,1375
H3N2,ectodomain,2025-12-15,2_mutations,448
H3N2,ectodomain,2025-12-15,3_mutations,85
H3N2,ectodomain,2025-12-15,4_mutations,18
H3N2,ectodomain,2025-12-15,identical,1873
H3N2,ectodomain,2025-12-15,more_than_4_mutations,22
H3N2,ectodomain,2025-12-22,1_mutation,819
H3N2,ectodomain,2025-12-22,2_mutations,303
H3N2,ectodomain,2025-12-22,3_mutations,66
H3N2,ectodomain,2025-12-22,4_mutations,15
H3N2,ectodomain,2025-12-22,identical,1191
H3N2,ectodomain,2025-12-22,more_than_4_mutations,15
H3N2,ectodomain,2025-12-29,1_mutation,794
H3N2,ectodomain,2025-12-29,2_mutations,264
H3N2,ectodomain,2025-12-29,3_mutations,58
H3N2,ectodomain,2025-12-29,4_mutations,21
H3N2,ectodomain,2025-12-29,identical,1009
H3N2,ectodomain,2025-12-29,more_than_4_mutations,4
H3N2,ectodomain,2026-01-05,1_mutation,706
H3N2,ectodomain,2026-01-05,2_mutations,284
H3N2,ectodomain,2026-01-05,3_mutations,53
H3N2,ectodomain,2026-01-05,4_mutations,19
H3N2,ectodomain,2026-01-05,identical,1063
H3N2,ectodomain,2026-01-05,more_than_4_mutations,5
H3N2,ectodomain,2026-01-12,1_mutation,593
H3N2,ectodomain,2026-01-12,2_mutations,247
H3N2,ectodomain,2026-01-12,3_mutations,58
H3N2,ectodomain,2026-01-12,4_mutations,16
H3N2,ectodomain,2026-01-12,identical,808
H3N2,ectodomain,2026-01-12,more_than_4_mutations,6
H3N2,ectodomain,2026-01-19,1_mutation,524
H3N2,ectodomain,2026-01-19,2_mutations,222
H3N2,ectodomain,2026-01-19,3_mutations,46
H3N2,ectodomain,2026-01-19,4_mutations,12
H3N2,ectodomain,2026-01-19,identical,807
H3N2,ectodomain,2026-01-19,more_than_4_mutations,6
H3N2,ectodomain,2026-01-26,1_mutation,525
H3N2,ectodomain,2026-01-26,2_mutations,200
H3N2,ectodomain,2026-01-26,3_mutations,43
H3N2,ectodomain,2026-01-26,4_mutations,9
H3N2,ectodomain,2026-01-26,identical,710
H3N2,ectodomain,2026-01-26,more_than_4_mutations,7
H3N2,ectodomain,2026-02-02,1_mutation,538
H3N2,ectodomain,2026-02-02,2_mutations,202
H3N2,ectodomain,2026-02-02,3_mutations,37
H3N2,ectodomain,2026-02-02,4_mutations,17
H3N2,ectodomain,2026-02-02,identical,735
H3N2,ectodomain,2026-02-02,more_than_4_mutations,7
H3N2,ectodomain,2026-02-09,1_mutation,418
H3N2,ectodomain,2026-02-09,2_mutations,148
H3N2,ectodomain,2026-02-09,3_mutations,44
H3N2,ectodomain,2026-02-09,4_mutations,8
H3N2,ectodomain,2026-02-09,identical,572
H3N2,ectodomain,2026-02-09,more_than_4_mutations,3
H3N2,ectodomain,2026-02-16,1_mutation,350
H3N2,ectodomain,2026-02-16,2_mutations,140
H3N2,ectodomain,2026-02-16,3_mutations,43
H3N2,ectodomain,2026-02-16,4_mutations,7
H3N2,ectodomain,2026-02-16,identical,470
H3N2,ectodomain,2026-02-16,more_than_4_mutations,3
H3N2,ectodomain,2026-02-23,1_mutation,284
H3N2,ectodomain,2026-02-23,2_mutations,115
H3N2,ectodomain,2026-02-23,3_mutations,36
H3N2,ectodomain,2026-02-23,4_mutations,8
H3N2,ectodomain,2026-02-23,identical,403
H3N2,ectodomain,2026-02-23,more_than_4_mutations,3
H3N2,ectodomain,2026-03-02,1_mutation,250
H3N2,ectodomain,2026-03-02,2_mutations,113
H3N2,ectodomain,2026-03-02,3_mutations,29
H3N2,ectodomain,2026-03-02,4_mutations,11
H3N2,ectodomain,2026-03-02,identical,343
H3N2,ectodomain,2026-03-02,more_than_4_mutations,1
H3N2,ectodomain,2026-03-09,1_mutation,184
H3N2,ectodomain,2026-03-09,2_mutations,70
H3N2,ectodomain,2026-03-09,3_mutations,27
H3N2,ectodomain,2026-03-09,4_mutations,9
H3N2,ectodomain,2026-03-09,identical,250
H3N2,ectodomain,2026-03-09,more_than_4_mutations,1
H3N2,ectodomain,2026-03-16,1_mutation,168
H3N2,ectodomain,2026-03-16,2_mutations,74
H3N2,ectodomain,2026-03-16,3_mutations,16
H3N2,ectodomain,2026-03-16,4_mutations,10
H3N2,ectodomain,2026-03-16,identical,213
H3N2,ectodomain,2026-03-16,more_than_4_mutations,3
H3N2,ectodomain,2026-03-23,1_mutation,133
H3N2,ectodomain,2026-03-23,2_mutations,65
H3N2,ectodomain,2026-03-23,3_mutations,14
H3N2,ectodomain,2026-03-23,4_mutations,9
H3N2,ectodomain,2026-03-23,identical,182
H3N2,ectodomain,2026-03-23,more_than_4_mutations,3
H3N2,ectodomain,2026-03-30,1_mutation,111
H3N2,ectodomain,2026-03-30,2_mutations,55
H3N2,ectodomain,2026-03-30,3_mutations,11
H3N2,ectodomain,2026-03-30,4_mutations,5
H3N2,ectodomain,2026-03-30,identical,136
H3N2,ectodomain,2026-04-06,1_mutation,144
H3N2,ectodomain,2026-04-06,2_mutations,53
H3N2,ectodomain,2026-04-06,3_mutations,17
H3N2,ectodomain,2026-04-06,4_mutations,5
H3N2,ectodomain,2026-04-06,identical,118
H3N2,ectodomain,2026-04-06,more_than_4_mutations,3
H3N2,ectodomain,2026-04-13,1_mutation,96
H3N2,ectodomain,2026-04-13,2_mutations,36
H3N2,ectodomain,2026-04-13,3_mutations,12
H3N2,ectodomain,2026-04-13,4_mutations,3
H3N2,ectodomain,2026-04-13,identical,91
H3N2,ectodomain,2026-04-13,more_than_4_mutations,2
H3N2,ectodomain,2026-04-20,1_mutation,69
H3N2,ectodomain,2026-04-20,2_mutations,38
H3N2,ectodomain,2026-04-20,3_mutations,12
H3N2,ectodomain,2026-04-20,4_mutations,2
H3N2,ectodomain,2026-04-20,identical,99
H3N2,ectodomain,2026-04-27,1_mutation,88
H3N2,ectodomain,2026-04-27,2_mutations,35
H3N2,ectodomain,2026-04-27,3_mutations,7
H3N2,ectodomain,2026-04-27,4_mutations,1
H3N2,ectodomain,2026-04-27,identical,85
H3N2,ectodomain,2026-05-04,1_mutation,93
H3N2,ectodomain,2026-05-04,2_mutations,24
H3N2,ectodomain,2026-05-04,3_mutations,7
H3N2,ectodomain,2026-05-04,4_mutations,5
H3N2,ectodomain,2026-05-04,identical,67
H3N2,ectodomain,2026-05-04,more_than_4_mutations,1
H3N2,ectodomain,2026-05-11,1_mutation,78
H3N2,ectodomain,2026-05-11,2_mutations,36
H3N2,ectodomain,2026-05-11,3_mutations,7
H3N2,ectodomain,2026-05-11,4_mutations,2
H3N2,ectodomain,2026-05-11,identical,94
H3N2,ectodomain,2026-05-11,more_than_4_mutations,1
H3N2,ectodomain,2026-05-18,1_mutation,82
H3N2,ectodomain,2026-05-18,2_mutations,36
H3N2,ectodomain,2026-05-18,3_mutations,8
H3N2,ectodomain,2026-05-18,4_mutations,2
H3N2,ectodomain,2026-05-18,identical,86
H3N2,ectodomain,2026-05-18,more_than_4_mutations,1
H3N2,ectodomain,2026-05-25,1_mutation,75
H3N2,ectodomain,2026-05-25,2_mutations,24
H3N2,ectodomain,2026-05-25,3_mutations,8
H3N2,ectodomain,2026-05-25,identical,120
H3N2,ectodomain,2026-06-01,1_mutation,92
H3N2,ectodomain,2026-06-01,2_mutations,34
H3N2,ectodomain,2026-06-01,3_mutations,10
H3N2,ectodomain,2026-06-01,4_mutations,2
H3N2,ectodomain,2026-06-01,identical,74
H3N2,ectodomain,2026-06-08,1_mutation,63
H3N2,ectodomain,2026-06-08,2_mutations,38
H3N2,ectodomain,2026-06-08,3_mutations,17
H3N2,ectodomain,2026-06-08,4_mutations,3
H3N2,ectodomain,2026-06-08,identical,98
H3N2,ectodomain,2026-06-15,1_mutation,75
H3N2,ectodomain,2026-06-15,2_mutations,34
H3N2,ectodomain,2026-06-15,3_mutations,25
H3N2,ectodomain,2026-06-15,4_mutations,4
H3N2,ectodomain,2026-06-15,identical,129
H3N2,ectodomain,2026-06-15,more_than_4_mutations,1
H3N2,ectodomain,2026-06-22,1_mutation,45
H3N2,ectodomain,2026-06-22,2_mutations,12
